trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.4, 'e': 0.1572371663136276}",30,15,18.238525108185208,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.4, 'e': 0.1556726303679973}",25,11,13.968289875061378,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.4, 'e': 0.15412366181513143}",25,11,-29.771622523120918,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
188,False,"{'a': 0.4, 'e': 0.15259010575688386}",25,15,6.68028522839438,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
189,False,"{'a': 0.4, 'e': 0.15107180883637084}",30,10,31.474258954929073,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.4, 'e': 0.14956861922263504}",20,16,9.052784811846358,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.4, 'e': 0.14808038659546244}",30,16,26.127287018448797,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.4, 'e': 0.14660696213035015}",25,20,9.141306272610429,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.4, 'e': 0.14514819848362376}",25,15,21.283385766875618,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.4, 'e': 0.14370394977770296}",20,5,-14.515171674738413,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
195,False,"{'a': 0.4, 'e': 0.1422740715865136}",20,8,25.539197080454095,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.4, 'e': 0.140858420921045}",20,2,-56.72108610609,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 2}",1
197,False,"{'a': 0.4, 'e': 0.13945685621505094}",25,17,17.650584181384872,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.4, 'e': 0.13806923731089282}",20,10,17.6188346499047,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.4, 'e': 0.13669542544552388}",20,10,-34.99048709464559,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
200,False,"{'a': 0.4, 'e': 0.1353352832366127}",30,10,28.974740090072732,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.4, 'e': 0.13398867466880496}",20,11,18.41540217063345,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.4, 'e': 0.13265546508012174}",20,8,27.70037065964472,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.4, 'e': 0.13133552114849306}",20,11,16.610196976401713,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.4, 'e': 0.13002871087842593}",30,21,16.44668207248426,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.4, 'e': 0.12873490358780426}",30,9,39.59798808699754,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.4, 'e': 0.12745396989482075}",20,12,12.680246977774871,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.4, 'e': 0.12618578170503877}",25,7,12.632230818451418,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
208,False,"{'a': 0.4, 'e': 0.12493021219858243}",25,17,16.53862000365042,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.4, 'e': 0.12368713581745484}",25,17,15.220689948440146,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.4, 'e': 0.12245642825298192}",20,14,-11.432934537534337,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
211,False,"{'a': 0.4, 'e': 0.1212379664333817}",30,14,-35.84754668560172,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 1}",1
212,False,"{'a': 0.4, 'e': 0.12003162851145674}",25,11,19.74941315174732,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.4, 'e': 0.11883729385240967}",30,16,18.612292815709548,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 0.4, 'e': 0.1176548430217792}",20,16,6.512904919528534,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.4, 'e': 0.11648415777349698}",30,8,27.43969808485933,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.4, 'e': 0.11532512103806253}",30,17,15.255241571978829,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.4, 'e': 0.11417761691083651}",20,12,-0.2516988926532324,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.4, 'e': 0.11304153064044986}",25,17,16.03048987798238,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.4, 'e': 0.11191674861732889}",25,18,14.712515277034687,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.4, 'e': 0.11080315836233387}",30,11,22.229403306325082,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.4, 'e': 0.10970064851551142}",20,7,22.10401241762694,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.4, 'e': 0.10860910882495797}",35,20,4.07902195029123,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
223,False,"{'a': 0.4, 'e': 0.10752843013579497}",20,14,-0.4826427072884587,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
224,False,"{'a': 0.4, 'e': 0.10645850437925282}",20,1,16.561683163589432,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.4, 'e': 0.10539922456186435}",30,20,19.42485664645485,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.4, 'e': 0.10435048475476501}",20,10,18.838355384497586,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.4, 'e': 0.10331218008310021}",20,10,7.644411630378359,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.4, 'e': 0.10228420671553745}",20,8,19.744232821115677,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.4, 'e': 0.10126646185388341}",35,23,22.20123737913258,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.4, 'e': 0.10025884372280372}",20,0,27.178261324499395,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
231,False,"{'a': 0.4, 'e': 0.09926125155964566}",35,9,35.677635284101285,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.4, 'e': 0.09827358560436156}",20,1,13.765694463094839,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
233,False,"{'a': 0.4, 'e': 0.09729574708953277}",20,14,12.54031447530365,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.4, 'e': 0.09632763823049305}",25,16,20.251484570443914,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.4, 'e': 0.09536916221554963}",25,17,-25.34525597719204,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
236,False,"{'a': 0.4, 'e': 0.09442022319630236}",20,12,17.69724206470375,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.4, 'e': 0.09348072627805848}",20,7,19.64488638375529,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.4, 'e': 0.0925505775103433}",35,23,23.226372459301533,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.4, 'e': 0.09162968387750485}",25,7,31.968595900286896,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.4, 'e': 0.09071795328941253}",20,14,11.125556550216874,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.4, 'e': 0.08981529457224764}",20,14,10.966075861134712,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.4, 'e': 0.08892161745938636}",35,24,19.07211892333291,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.4, 'e': 0.08803683258237256}",25,11,2.664231552369966,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
244,False,"{'a': 0.4, 'e': 0.08716085146198131}",20,5,13.396942591499585,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.4, 'e': 0.08629358649937051}",20,2,31.774816494930093,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.4, 'e': 0.08543495096732125}",30,3,34.58691224951718,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.4, 'e': 0.0845848590015647}",30,15,27.084827477809803,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.4, 'e': 0.08374322559219596}",25,0,30.98195232349172,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
249,False,"{'a': 0.4, 'e': 0.08290996657517267}",25,18,12.563141534333653,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.4, 'e': 0.0820849986238988}",20,7,8.631257770231231,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
251,False,"{'a': 0.4, 'e': 0.08126823924089169}",25,15,8.995104816223975,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.4, 'e': 0.08045960674953244}",25,19,12.68506059403884,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.4, 'e': 0.07965902028589801}",25,7,18.76512090588103,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.4, 'e': 0.07886639979067496}",20,12,-3.0511444114410065,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.4, 'e': 0.07808166600115314}",30,15,26.32529932504421,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.4, 'e': 0.07730474044329975}",20,4,26.1926084714172,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.4, 'e': 0.07653554542391153}",20,14,10.51377635822876,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.4, 'e': 0.07577400402284548}",25,17,13.483009375479929,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.4, 'e': 0.07502004008532698}",20,6,13.249894033264564,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.4, 'e': 0.07427357821433389}",30,21,16.245629051841,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.4, 'e': 0.07353454376305711}",25,14,17.577493956424437,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.4, 'e': 0.0728028628274356}",20,10,8.487528356003253,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.4, 'e': 0.07207846223876611}",20,15,-1.5662339952097124,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.4, 'e': 0.07136126955638607}",20,10,14.370859228581757,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.4, 'e': 0.0706512130604296}",20,8,23.055014599531965,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.4, 'e': 0.06994822174465536}",20,9,20.398465855315337,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.4, 'e': 0.069252225309346}",25,8,7.417896339145301,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
268,False,"{'a': 0.4, 'e': 0.06856315415427792}",20,0,-10.230044119984601,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
269,False,"{'a': 0.4, 'e': 0.06788093937176144}",20,16,5.289591792456461,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.4, 'e': 0.06720551273974976}",35,12,33.367333348777834,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.4, 'e': 0.06653680671501687}",30,13,22.07591309663614,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
272,False,"{'a': 0.4, 'e': 0.06587475442640296}",25,11,-27.598478515072777,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
273,False,"{'a': 0.4, 'e': 0.06521928966812754}",20,10,19.01107034194535,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.4, 'e': 0.06457034689316848}",30,0,46.382367674234736,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.4, 'e': 0.06392786120670758}",20,0,29.7523472482272,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
276,False,"{'a': 0.4, 'e': 0.06329176835964072}",20,3,31.27697166158033,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.4, 'e': 0.06266200474215317}",20,14,12.493863448867515,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.4, 'e': 0.062038507377358304}",20,13,13.111470070217809,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.4, 'e': 0.061421213915000133}",20,12,14.822747527946468,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.4, 'e': 0.06081006262521796}",20,16,6.471042282758617,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.4, 'e': 0.06020499239237355}",25,11,-13.848563761778243,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
282,False,"{'a': 0.4, 'e': 0.059605942708939375}",35,23,17.88054630068098,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.4, 'e': 0.05901285366944785}",25,15,18.218674810179458,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.4, 'e': 0.058425665964500835}",25,8,23.341444362555833,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.4, 'e': 0.05784432087483846}",25,15,11.41160479174501,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.4, 'e': 0.057268760265467365}",20,9,21.7369920546237,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.4, 'e': 0.05669892657984692}",20,6,30.23517665293086,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.4, 'e': 0.05613476283413374}",20,14,9.5186908019288,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.4, 'e': 0.05557621261148307}",30,17,27.491607549066757,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.4, 'e': 0.055023220056407245}",25,10,7.196139139132004,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
291,False,"{'a': 0.4, 'e': 0.054475729869189866}",25,10,28.50991229834668,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.4, 'e': 0.053933687300356026}",20,16,8.30331383829336,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.4, 'e': 0.05339703814519709}",20,10,17.47035967061172,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.4, 'e': 0.052865728738350375}",20,13,2.890241556465302,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.4, 'e': 0.052339705948432395}",20,2,31.7481293420285,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.4, 'e': 0.05181891717272584}",25,13,14.31186214500962,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.4, 'e': 0.05130331033191912}",20,10,18.028108702461846,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.4, 'e': 0.05079283386489851}",25,8,25.798268481847423,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.4, 'e': 0.05028743672359187}",35,18,30.25794099881357,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.4, 'e': 0.04978706836786395}",25,15,22.866131419291836,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.4, 'e': 0.04929167876046216}",20,14,10.903378995154599,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.4, 'e': 0.04880121836201297}",20,8,18.512052999001263,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.4, 'e': 0.048315638126067775}",25,13,19.94287500556909,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.4, 'e': 0.047834889494198375}",30,13,15.253809087698425,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
305,False,"{'a': 0.4, 'e': 0.047358924391140915}",20,9,23.614738219393693,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.4, 'e': 0.04688769521998849}",20,5,25.209765230360862,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.4, 'e': 0.04642115485743126}",20,14,11.845176035959428,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.4, 'e': 0.04595925664904421}",30,23,11.986189994871538,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.4, 'e': 0.04550195440462158}",25,20,7.853103286612822,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.4, 'e': 0.04504920239355781}",20,12,17.170149012667174,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.4, 'e': 0.04460095534027454}",30,18,22.251154779521354,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.4, 'e': 0.04415716841969287}",30,21,14.77404070964026,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.4, 'e': 0.04371779725275095}",20,7,-22.154654457715363,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
314,False,"{'a': 0.4, 'e': 0.0432827979019659}",30,20,16.88140593213351,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.4, 'e': 0.042852126867040194}",25,10,17.7730199804179,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.4, 'e': 0.04242574108051139}",20,6,14.481852515914667,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
317,False,"{'a': 0.4, 'e': 0.04200359790344556}",25,15,6.272976968788033,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
318,False,"{'a': 0.4, 'e': 0.04158565512117317}",30,17,22.810125622664334,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.4, 'e': 0.041171870939067746}",20,14,5.274472495228666,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.4, 'e': 0.04076220397836622}",25,13,11.137721916250918,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
321,False,"{'a': 0.4, 'e': 0.040356613272031154}",20,10,-5.126306456949347,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
322,False,"{'a': 0.4, 'e': 0.0399550582606539}",30,8,39.0807032380411,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.4, 'e': 0.03955749878839873}",20,5,14.71585758481687,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
324,False,"{'a': 0.4, 'e': 0.03916389509898707}",30,13,15.072260692785724,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
325,False,"{'a': 0.4, 'e': 0.038774207831722016}",20,5,30.06506227297885,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.4, 'e': 0.03838839801755206}",25,19,13.20059361199859,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.4, 'e': 0.03800642707517432}",20,8,19.359514249129752,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.4, 'e': 0.03762825680717621}",25,14,20.851196274903536,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.4, 'e': 0.037253849396215816}",20,12,16.16158649422656,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.4, 'e': 0.03688316740124}",25,19,13.847740446956808,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.4, 'e': 0.03651617375374041}",30,17,24.433388326502147,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.4, 'e': 0.03615283175404641}",20,14,9.935733942021677,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.4, 'e': 0.035793105067655304}",20,7,23.834589962631213,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.4, 'e': 0.03543695772159865}",30,13,30.343082352538342,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.4, 'e': 0.03508435410084503}",25,14,19.824056655923187,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.4, 'e': 0.03473525894473857}",25,20,7.271635537878443,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.4, 'e': 0.034389637343472716}",25,10,24.554279562278655,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.4, 'e': 0.03404745473459935}",25,11,26.15903281313244,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.4, 'e': 0.0337086768995724}",25,20,12.560917874039228,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.4, 'e': 0.03337326996032609}",30,16,20.8078881983209,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.4, 'e': 0.03304120037588694}",20,9,16.071163620952145,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.4, 'e': 0.03271243493901982}",20,16,7.732737456168646,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.4, 'e': 0.03238694077290704}",20,8,23.146012866003623,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.4, 'e': 0.032064685327860776}",25,0,44.397083780790865,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
345,False,"{'a': 0.4, 'e': 0.031745636378067946}",30,24,11.972788484226225,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.4, 'e': 0.03142976201836772}",30,19,20.952573963427717,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.4, 'e': 0.031117030661060866}",25,16,14.50507269859731,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.4, 'e': 0.030807411032751083}",25,13,28.005842687842502,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
